ifs,code,country,imf_region,imf_income,year,FD,FI,FM,FID,FIA,FIE,FMD,FMA,FME
936,SVK,Slovak Republic,Europe,AM,2002,0.24,0.42,0.05,0.21,0.37,0.66,0.07,0.04,0.03
936,SVK,Slovak Republic,Europe,AM,2001,0.20,0.34,0.06,0.20,0.36,0.40,0.10,0.02,0.05
936,SVK,Slovak Republic,Europe,AM,2000,0.22,0.34,0.08,0.18,0.34,0.45,0.10,0.12,0.03
936,SVK,Slovak Republic,Europe,AM,1999,0.22,0.37,0.06,0.18,0.37,0.54,0.09,0.04,0.03
936,SVK,Slovak Republic,Europe,AM,1998,0.23,0.40,0.06,0.16,0.38,0.63,0.09,0.06,0.03
936,SVK,Slovak Republic,Europe,AM,1997,0.21,0.37,0.04,0.14,0.35,0.60,0.06,0.02,0.03
936,SVK,Slovak Republic,Europe,AM,1996,0.20,0.37,0.03,0.13,0.34,0.63,0.03,0.02,0.03
936,SVK,Slovak Republic,Europe,AM,1995,0.17,0.31,0.02,0.10,0.28,0.55,0.02,0.02,0.03
936,SVK,Slovak Republic,Europe,AM,1994,0.18,0.33,0.03,0.11,0.30,0.57,0.05,0.02,0.03
936,SVK,Slovak Republic,Europe,AM,1993,0.20,0.36,0.04,0.12,0.31,0.65,0.05,0.02,0.03
936,SVK,Slovak Republic,Europe,AM,1992,0.20,0.36,0.04,0.12,0.30,0.66,0.05,0.02,0.03
936,SVK,Slovak Republic,Europe,AM,1991,0.24,0.42,0.04,0.15,0.38,0.75,0.07,0.03,0.04
936,SVK,Slovak Republic,Europe,AM,1990,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1989,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1988,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1987,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1986,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1985,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1984,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1983,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1982,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
936,SVK,Slovak Republic,Europe,AM,1980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
961,SVN,Slovenia,Europe,AM,2018,0.37,0.63,0.10,0.29,0.73,0.79,0.09,0.13,0.07
961,SVN,Slovenia,Europe,AM,2017,0.38,0.64,0.10,0.29,0.76,0.77,0.10,0.13,0.07
961,SVN,Slovenia,Europe,AM,2016,0.38,0.65,0.10,0.29,0.78,0.76,0.10,0.13,0.07
961,SVN,Slovenia,Europe,AM,2015,0.38,0.64,0.10,0.30,0.79,0.73,0.11,0.12,0.07
961,SVN,Slovenia,Europe,AM,2014,0.41,0.64,0.16,0.31,0.80,0.70,0.13,0.23,0.12
961,SVN,Slovenia,Europe,AM,2013,0.45,0.64,0.25,0.33,0.85,0.57,0.14,0.55,0.07
961,SVN,Slovenia,Europe,AM,2012,0.49,0.70,0.25,0.37,0.90,0.68,0.14,0.55,0.07
961,SVN,Slovenia,Europe,AM,2011,0.50,0.70,0.27,0.37,0.91,0.66,0.17,0.55,0.10
961,SVN,Slovenia,Europe,AM,2010,0.53,0.72,0.31,0.39,0.91,0.70,0.23,0.65,0.06
961,SVN,Slovenia,Europe,AM,2009,0.57,0.73,0.39,0.38,0.91,0.74,0.26,0.80,0.10
961,SVN,Slovenia,Europe,AM,2008,0.52,0.71,0.31,0.34,0.90,0.76,0.21,0.58,0.14
961,SVN,Slovenia,Europe,AM,2007,0.57,0.72,0.39,0.36,0.88,0.79,0.35,0.70,0.12
961,SVN,Slovenia,Europe,AM,2006,0.53,0.67,0.36,0.31,0.85,0.74,0.26,0.75,0.08
961,SVN,Slovenia,Europe,AM,2005,0.52,0.66,0.37,0.27,0.85,0.74,0.19,0.85,0.07
961,SVN,Slovenia,Europe,AM,2004,0.53,0.64,0.40,0.24,0.83,0.72,0.20,0.91,0.10
961,SVN,Slovenia,Europe,AM,2003,0.45,0.55,0.34,0.20,0.69,0.66,0.16,0.80,0.08
961,SVN,Slovenia,Europe,AM,2002,0.49,0.55,0.42,0.19,0.69,0.67,0.16,0.92,0.20
961,SVN,Slovenia,Europe,AM,2001,0.50,0.54,0.44,0.18,0.69,0.67,0.13,0.90,0.33
961,SVN,Slovenia,Europe,AM,2000,0.43,0.50,0.34,0.18,0.60,0.65,0.11,0.70,0.25
961,SVN,Slovenia,Europe,AM,1999,0.47,0.50,0.41,0.17,0.62,0.64,0.09,0.84,0.36
961,SVN,Slovenia,Europe,AM,1998,0.45,0.49,0.38,0.18,0.59,0.64,0.09,0.78,0.32
961,SVN,Slovenia,Europe,AM,1997,0.43,0.46,0.38,0.18,0.56,0.59,0.06,0.77,0.33
961,SVN,Slovenia,Europe,AM,1996,0.39,0.47,0.29,0.19,0.57,0.57,0.05,0.59,0.26
961,SVN,Slovenia,Europe,AM,1995,0.36,0.42,0.27,0.18,0.53,0.49,0.04,0.60,0.22
961,SVN,Slovenia,Europe,AM,1994,0.33,0.43,0.22,0.19,0.55,0.44,0.04,0.41,0.23
961,SVN,Slovenia,Europe,AM,1993,0.28,0.38,0.17,0.18,0.53,0.35,0.04,0.29,0.22
961,SVN,Slovenia,Europe,AM,1992,0.23,0.30,0.16,0.14,0.42,0.27,0.03,0.29,0.17
961,SVN,Slovenia,Europe,AM,1991,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.05,0.00
961,SVN,Slovenia,Europe,AM,1990,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1989,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1988,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1987,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1986,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1985,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1984,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1983,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1982,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1981,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
961,SVN,Slovenia,Europe,AM,1980,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.06,0.00
144,SWE,Sweden,Europe,AM,2018,0.77,0.74,0.77,0.98,0.31,0.78,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2017,0.77,0.75,0.77,0.98,0.33,0.79,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2016,0.78,0.76,0.77,0.97,0.36,0.80,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2015,0.79,0.78,0.77,0.99,0.40,0.80,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2014,0.79,0.78,0.77,0.98,0.42,0.79,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2013,0.80,0.80,0.77,0.99,0.43,0.80,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2012,0.79,0.79,0.77,0.98,0.44,0.78,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2011,0.80,0.80,0.76,1.00,0.45,0.78,0.92,0.50,0.82
144,SWE,Sweden,Europe,AM,2010,0.80,0.80,0.77,0.99,0.45,0.77,0.94,0.50,0.82
144,SWE,Sweden,Europe,AM,2009,0.79,0.81,0.74,1.00,0.45,0.79,0.94,0.43,0.82
144,SWE,Sweden,Europe,AM,2008,0.77,0.77,0.73,0.90,0.46,0.81,0.92,0.40,0.82
144,SWE,Sweden,Europe,AM,2007,0.79,0.79,0.76,0.95,0.45,0.83,0.93,0.48,0.82
144,SWE,Sweden,Europe,AM,2006,0.78,0.78,0.75,0.92,0.44,0.82,0.92,0.47,0.82
144,SWE,Sweden,Europe,AM,2005,0.74,0.70,0.75,0.73,0.44,0.81,0.88,0.50,0.82
144,SWE,Sweden,Europe,AM,2004,0.72,0.67,0.74,0.63,0.43,0.86,0.88,0.48,0.82
144,SWE,Sweden,Europe,AM,2003,0.70,0.63,0.73,0.61,0.40,0.80,0.87,0.48,0.82
144,SWE,Sweden,Europe,AM,2002,0.71,0.63,0.77,0.58,0.41,0.80,0.86,0.42,1.00
144,SWE,Sweden,Europe,AM,2001,0.76,0.67,0.82,0.65,0.42,0.85,0.92,0.50,1.00
144,SWE,Sweden,Europe,AM,2000,0.75,0.67,0.81,0.67,0.42,0.80,0.92,0.50,1.00
144,SWE,Sweden,Europe,AM,1999,0.67,0.62,0.70,0.59,0.39,0.80,0.86,0.50,0.69
144,SWE,Sweden,Europe,AM,1998,0.65,0.59,0.70,0.54,0.36,0.79,0.83,0.37,0.86
144,SWE,Sweden,Europe,AM,1997,0.60,0.57,0.61,0.51,0.36,0.79,0.76,0.35,0.69
144,SWE,Sweden,Europe,AM,1996,0.54,0.55,0.51,0.49,0.33,0.78,0.60,0.27,0.65
144,SWE,Sweden,Europe,AM,1995,0.51,0.52,0.48,0.49,0.29,0.75,0.50,0.23,0.69
144,SWE,Sweden,Europe,AM,1994,0.54,0.54,0.53,0.52,0.30,0.74,0.47,0.23,0.89
144,SWE,Sweden,Europe,AM,1993,0.45,0.52,0.37,0.54,0.29,0.66,0.36,0.27,0.48
144,SWE,Sweden,Europe,AM,1992,0.43,0.55,0.29,0.64,0.31,0.58,0.21,0.23,0.44
144,SWE,Sweden,Europe,AM,1991,0.38,0.50,0.25,0.63,0.31,0.43,0.22,0.27,0.25
144,SWE,Sweden,Europe,AM,1990,0.41,0.54,0.27,0.69,0.33,0.45,0.22,0.39,0.20
144,SWE,Sweden,Europe,AM,1989,0.42,0.53,0.30,0.67,0.33,0.45,0.30,0.41,0.18
144,SWE,Sweden,Europe,AM,1988,0.40,0.49,0.29,0.62,0.30,0.43,0.29,0.35,0.22
144,SWE,Sweden,Europe,AM,1987,0.38,0.43,0.33,0.53,0.25,0.40,0.29,0.36,0.33
144,SWE,Sweden,Europe,AM,1986,0.38,0.41,0.33,0.50,0.24,0.39,0.31,0.36,0.32
144,SWE,Sweden,Europe,AM,1985,0.37,0.38,0.34,0.47,0.23,0.37,0.28,0.38,0.35
144,SWE,Sweden,Europe,AM,1984,0.36,0.40,0.31,0.48,0.23,0.38,0.23,0.32,0.39
144,SWE,Sweden,Europe,AM,1983,0.33,0.40,0.25,0.49,0.23,0.38,0.25,0.12,0.39
144,SWE,Sweden,Europe,AM,1982,0.30,0.42,0.18,0.52,0.25,0.40,0.16,0.08,0.30
144,SWE,Sweden,Europe,AM,1981,0.28,0.41,0.15,0.50,0.24,0.39,0.12,0.08,0.25
144,SWE,Sweden,Europe,AM,1980,0.26,0.40,0.11,0.49,0.24,0.39,0.09,0.07,0.17
718,SYC,Seychelles,Africa,EM,2018,0.31,0.61,0.01,0.13,0.88,0.73,0.01,0.00,0.00
718,SYC,Seychelles,Africa,EM,2017,0.32,0.62,0.01,0.13,0.86,0.76,0.01,0.00,0.00
718,SYC,Seychelles,Africa,EM,2016,0.31,0.60,0.01,0.12,0.83,0.75,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2015,0.30,0.58,0.01,0.12,0.80,0.73,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2014,0.30,0.58,0.01,0.12,0.80,0.74,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2013,0.30,0.57,0.01,0.12,0.79,0.72,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2012,0.28,0.55,0.01,0.11,0.73,0.74,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2011,0.28,0.54,0.01,0.11,0.71,0.73,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2010,0.27,0.52,0.01,0.12,0.70,0.65,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2009,0.26,0.51,0.01,0.10,0.70,0.65,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2008,0.28,0.55,0.01,0.14,0.69,0.75,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2007,0.28,0.53,0.01,0.13,0.63,0.79,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,2006,0.27,0.52,0.01,0.13,0.63,0.77,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,2005,0.27,0.52,0.01,0.14,0.61,0.77,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,2004,0.28,0.53,0.01,0.14,0.64,0.76,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,2003,0.30,0.57,0.01,0.15,0.67,0.84,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,2002,0.28,0.54,0.01,0.11,0.64,0.83,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,2001,0.25,0.48,0.01,0.10,0.61,0.69,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,2000,0.25,0.47,0.01,0.09,0.60,0.68,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1999,0.24,0.46,0.01,0.09,0.58,0.67,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1998,0.24,0.45,0.01,0.08,0.56,0.67,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1997,0.23,0.44,0.01,0.08,0.57,0.63,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1996,0.22,0.43,0.01,0.07,0.54,0.62,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1995,0.24,0.45,0.01,0.06,0.52,0.76,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1994,0.21,0.41,0.01,0.05,0.43,0.75,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1993,0.19,0.37,0.01,0.04,0.43,0.63,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1992,0.19,0.37,0.01,0.04,0.44,0.61,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1991,0.19,0.37,0.01,0.04,0.44,0.61,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1990,0.19,0.36,0.01,0.04,0.43,0.61,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1989,0.20,0.38,0.01,0.04,0.45,0.62,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1988,0.18,0.34,0.01,0.04,0.39,0.59,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,1987,0.18,0.34,0.01,0.04,0.39,0.60,0.02,0.00,0.00
718,SYC,Seychelles,Africa,EM,1986,0.19,0.37,0.01,0.04,0.44,0.62,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1985,0.22,0.42,0.01,0.05,0.53,0.66,0.03,0.00,0.00
718,SYC,Seychelles,Africa,EM,1984,0.26,0.50,0.01,0.06,0.67,0.71,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1983,0.28,0.52,0.02,0.08,0.70,0.73,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1982,0.28,0.53,0.02,0.08,0.72,0.74,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1981,0.29,0.54,0.02,0.09,0.73,0.75,0.04,0.00,0.00
718,SYC,Seychelles,Africa,EM,1980,0.29,0.55,0.02,0.10,0.75,0.75,0.05,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2018,0.13,0.26,0.00,0.05,0.09,0.74,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2017,0.11,0.23,0.00,0.05,0.09,0.60,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2016,0.13,0.26,0.00,0.05,0.09,0.74,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2015,0.14,0.27,0.00,0.05,0.09,0.75,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2014,0.12,0.24,0.00,0.05,0.09,0.66,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2013,0.12,0.24,0.00,0.05,0.09,0.64,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2012,0.11,0.22,0.00,0.06,0.09,0.57,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2011,0.13,0.25,0.00,0.06,0.08,0.67,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2010,0.13,0.26,0.00,0.06,0.08,0.71,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2009,0.14,0.28,0.00,0.06,0.07,0.81,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2008,0.12,0.23,0.00,0.05,0.05,0.67,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2007,0.14,0.28,0.00,0.05,0.04,0.85,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2006,0.12,0.23,0.00,0.04,0.04,0.70,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2005,0.10,0.19,0.00,0.05,0.04,0.53,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2004,0.13,0.24,0.00,0.04,0.04,0.75,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2003,0.12,0.24,0.00,0.04,0.03,0.74,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2002,0.12,0.23,0.00,0.03,0.03,0.71,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2001,0.12,0.23,0.00,0.03,0.03,0.71,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,2000,0.13,0.26,0.00,0.03,0.03,0.81,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1999,0.13,0.26,0.00,0.04,0.03,0.81,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1998,0.12,0.23,0.00,0.04,0.03,0.71,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1997,0.13,0.25,0.00,0.04,0.03,0.76,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1996,0.12,0.23,0.00,0.04,0.03,0.72,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1995,0.12,0.23,0.00,0.04,0.03,0.71,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1994,0.12,0.23,0.00,0.04,0.03,0.71,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1993,0.12,0.24,0.00,0.04,0.04,0.72,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1992,0.12,0.24,0.00,0.04,0.04,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1991,0.12,0.24,0.00,0.04,0.04,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1990,0.12,0.23,0.00,0.03,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1989,0.12,0.23,0.00,0.03,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1988,0.12,0.23,0.00,0.02,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1987,0.12,0.23,0.00,0.02,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1986,0.12,0.23,0.00,0.03,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1985,0.12,0.23,0.00,0.03,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1984,0.12,0.24,0.00,0.03,0.04,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1983,0.12,0.23,0.00,0.03,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1982,0.12,0.23,0.00,0.02,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1981,0.12,0.23,0.00,0.02,0.03,0.73,0.00,0.00,0.00
463,SYR,Syrian Arab Republic,Middle East and Central Asia,EM,1980,0.12,0.23,0.00,0.02,0.03,0.73,0.00,0.00,0.00
628,TCD,Chad,Africa,LIC,2018,0.10,0.17,0.03,0.03,0.02,0.54,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,2017,0.10,0.16,0.03,0.03,0.02,0.49,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,2016,0.09,0.15,0.03,0.03,0.02,0.47,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,2015,0.08,0.13,0.03,0.02,0.02,0.39,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,2014,0.09,0.15,0.03,0.02,0.02,0.49,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,2013,0.10,0.18,0.01,0.02,0.01,0.58,0.03,0.00,0.00
628,TCD,Chad,Africa,LIC,2012,0.10,0.18,0.01,0.02,0.01,0.60,0.02,0.00,0.00
628,TCD,Chad,Africa,LIC,2011,0.09,0.17,0.01,0.01,0.01,0.55,0.02,0.00,0.00
628,TCD,Chad,Africa,LIC,2010,0.10,0.19,0.01,0.01,0.01,0.62,0.02,0.00,0.00
628,TCD,Chad,Africa,LIC,2009,0.08,0.15,0.01,0.02,0.01,0.49,0.02,0.00,0.00
628,TCD,Chad,Africa,LIC,2008,0.08,0.15,0.01,0.01,0.01,0.49,0.02,0.00,0.00
628,TCD,Chad,Africa,LIC,2007,0.07,0.12,0.01,0.01,0.00,0.41,0.02,0.00,0.00
628,TCD,Chad,Africa,LIC,2006,0.08,0.15,0.01,0.01,0.00,0.50,0.03,0.00,0.00
628,TCD,Chad,Africa,LIC,2005,0.08,0.14,0.01,0.01,0.00,0.48,0.03,0.00,0.00
628,TCD,Chad,Africa,LIC,2004,0.07,0.12,0.01,0.01,0.00,0.40,0.04,0.00,0.00
628,TCD,Chad,Africa,LIC,2003,0.08,0.14,0.02,0.02,0.01,0.45,0.06,0.00,0.00
628,TCD,Chad,Africa,LIC,2002,0.08,0.13,0.03,0.02,0.01,0.42,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,2001,0.08,0.12,0.04,0.02,0.01,0.40,0.10,0.00,0.00
628,TCD,Chad,Africa,LIC,2000,0.08,0.12,0.04,0.02,0.01,0.39,0.09,0.00,0.00
628,TCD,Chad,Africa,LIC,1999,0.09,0.14,0.04,0.02,0.01,0.45,0.10,0.00,0.00
628,TCD,Chad,Africa,LIC,1998,0.10,0.15,0.04,0.02,0.01,0.50,0.10,0.00,0.00
628,TCD,Chad,Africa,LIC,1997,0.09,0.14,0.03,0.02,0.01,0.46,0.09,0.00,0.00
628,TCD,Chad,Africa,LIC,1996,0.09,0.15,0.04,0.02,0.01,0.49,0.10,0.00,0.00
628,TCD,Chad,Africa,LIC,1995,0.11,0.18,0.04,0.02,0.01,0.60,0.11,0.00,0.00
628,TCD,Chad,Africa,LIC,1994,0.11,0.17,0.04,0.02,0.01,0.56,0.12,0.00,0.00
628,TCD,Chad,Africa,LIC,1993,0.11,0.17,0.05,0.02,0.01,0.55,0.13,0.00,0.00
628,TCD,Chad,Africa,LIC,1992,0.11,0.17,0.05,0.03,0.01,0.53,0.14,0.00,0.00
628,TCD,Chad,Africa,LIC,1991,0.11,0.16,0.05,0.03,0.01,0.51,0.14,0.00,0.00
628,TCD,Chad,Africa,LIC,1990,0.11,0.16,0.05,0.03,0.01,0.51,0.14,0.00,0.00
628,TCD,Chad,Africa,LIC,1989,0.11,0.16,0.05,0.03,0.01,0.50,0.13,0.00,0.00
628,TCD,Chad,Africa,LIC,1988,0.11,0.17,0.05,0.03,0.01,0.52,0.14,0.00,0.00
628,TCD,Chad,Africa,LIC,1987,0.12,0.17,0.05,0.06,0.01,0.52,0.14,0.00,0.00
628,TCD,Chad,Africa,LIC,1986,0.12,0.17,0.05,0.06,0.01,0.52,0.14,0.00,0.00
628,TCD,Chad,Africa,LIC,1985,0.10,0.16,0.04,0.05,0.01,0.48,0.12,0.00,0.00
628,TCD,Chad,Africa,LIC,1984,0.08,0.14,0.03,0.03,0.00,0.42,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,1983,0.08,0.12,0.03,0.03,0.00,0.39,0.07,0.00,0.00
628,TCD,Chad,Africa,LIC,1982,0.09,0.14,0.03,0.03,0.00,0.43,0.08,0.00,0.00
628,TCD,Chad,Africa,LIC,1981,0.10,0.15,0.04,0.04,0.01,0.48,0.10,0.00,0.00
628,TCD,Chad,Africa,LIC,1980,0.10,0.16,0.04,0.06,0.01,0.48,0.10,0.00,0.00
742,TGO,Togo,Africa,LIC,2018,0.21,0.32,0.09,0.14,0.09,0.82,0.22,0.02,0.00
742,TGO,Togo,Africa,LIC,2017,0.20,0.30,0.09,0.14,0.08,0.74,0.22,0.03,0.00
742,TGO,Togo,Africa,LIC,2016,0.17,0.28,0.06,0.14,0.09,0.67,0.15,0.02,0.00
742,TGO,Togo,Africa,LIC,2015,0.12,0.19,0.04,0.14,0.08,0.35,0.09,0.02,0.00
742,TGO,Togo,Africa,LIC,2014,0.12,0.21,0.03,0.13,0.08,0.46,0.06,0.02,0.00
742,TGO,Togo,Africa,LIC,2013,0.13,0.24,0.01,0.13,0.07,0.56,0.01,0.02,0.00
742,TGO,Togo,Africa,LIC,2012,0.13,0.25,0.01,0.12,0.07,0.61,0.01,0.02,0.00
742,TGO,Togo,Africa,LIC,2011,0.14,0.25,0.02,0.12,0.06,0.62,0.03,0.02,0.00
742,TGO,Togo,Africa,LIC,2010,0.11,0.20,0.02,0.10,0.06,0.48,0.03,0.02,0.00
742,TGO,Togo,Africa,LIC,2009,0.11,0.20,0.02,0.08,0.06,0.50,0.03,0.02,0.00
742,TGO,Togo,Africa,LIC,2008,0.13,0.22,0.03,0.08,0.06,0.58,0.06,0.02,0.00
742,TGO,Togo,Africa,LIC,2007,0.13,0.23,0.02,0.09,0.04,0.61,0.04,0.01,0.00
742,TGO,Togo,Africa,LIC,2006,0.11,0.20,0.02,0.07,0.02,0.56,0.03,0.01,0.00
742,TGO,Togo,Africa,LIC,2005,0.11,0.20,0.02,0.08,0.02,0.58,0.03,0.01,0.00
742,TGO,Togo,Africa,LIC,2004,0.14,0.25,0.02,0.07,0.02,0.76,0.03,0.01,0.00
